_application fan
_version 2.2
_type SymmetricFan

AMBIENT_DIM
35

DIM
13

LINEALITY_DIM
7

RAYS
-3 -3 -1 -1 0 2 2 2 2 -1 0 2 2 2 2 -1 0 0 -3 -3 -1 1 1 1 1 -2 -1 -1 1 1 -1 -1 1 1 -1	# 58
-3 -1 -3 -1 1 -1 1 1 -2 1 2 0 2 2 -1 2 -1 1 -1 1 2 0 2 2 -1 2 -1 1 -1 1 0 -3 0 -3 -1	# 59
-3 -1 -3 -1 2 0 2 2 -1 2 1 -1 1 1 -2 1 -1 1 -1 1 2 0 2 2 -1 2 0 -3 0 -3 -1 1 -1 1 -1	# 60
-3 -1 -3 -1 2 0 2 2 -1 2 2 0 2 2 -1 2 0 -3 0 -3 1 -1 1 1 -2 1 -1 1 -1 1 -1 1 -1 1 -1	# 61
-3 -1 -1 -3 1 1 -1 -2 1 1 2 2 0 -1 2 2 1 -1 -1 1 2 2 0 -1 2 2 1 -1 -1 1 -3 0 0 -3 -1	# 62
-3 -1 -1 -3 2 2 0 -1 2 2 1 1 -1 -2 1 1 1 -1 -1 1 2 2 0 -1 2 2 -3 0 0 -3 1 -1 -1 1 -1	# 63
-3 -1 -1 -3 2 2 0 -1 2 2 2 2 0 -1 2 2 -3 0 0 -3 1 1 -1 -2 1 1 1 -1 -1 1 1 -1 -1 1 -1	# 64
-3 -1 1 1 -3 -1 -1 1 1 -2 0 2 2 -1 -1 1 2 2 -1 1 0 2 2 -1 -1 1 2 2 -1 1 0 0 -3 -1 -3	# 65
-3 -1 1 1 0 2 2 -1 -1 1 -3 -1 -1 1 1 -2 2 2 -1 1 0 2 2 -1 -1 1 0 0 -3 -1 2 2 -1 1 -3	# 66
-3 -1 1 1 0 2 2 -1 -1 1 0 2 2 -1 -1 1 0 0 -3 -1 -3 -1 -1 1 1 -2 2 2 -1 1 2 2 -1 1 -3	# 67
-3 0 2 2 -3 -1 -1 2 2 -1 -1 1 1 -1 -1 1 1 1 -2 1 0 2 2 0 0 -3 2 2 -1 -3 -1 -1 1 -1 1	# 68
-3 0 2 2 -3 -1 -1 2 2 -1 0 2 2 0 0 -3 2 2 -1 -3 -1 1 1 -1 -1 1 1 1 -2 1 -1 -1 1 -1 1	# 69
-3 0 2 2 -1 1 1 -1 -1 1 -3 -1 -1 2 2 -1 1 1 -2 1 0 2 2 0 0 -3 -1 -1 1 -1 2 2 -1 -3 1	# 70
-3 0 2 2 -1 1 1 -1 -1 1 0 2 2 0 0 -3 -1 -1 1 -1 -3 -1 -1 2 2 -1 1 1 -2 1 2 2 -1 -3 1	# 71
-3 0 2 2 0 2 2 0 0 -3 -3 -1 -1 2 2 -1 2 2 -1 -3 -1 1 1 -1 -1 1 -1 -1 1 -1 1 1 -2 1 1	# 72
-3 0 2 2 0 2 2 0 0 -3 -1 1 1 -1 -1 1 -1 -1 1 -1 -3 -1 -1 2 2 -1 2 2 -1 -3 1 1 -2 1 1	# 73
-3 1 -1 1 -1 -3 -1 1 -2 1 2 0 2 -1 1 -1 2 -1 2 1 2 0 2 -1 1 -1 2 -1 2 1 0 -3 0 -1 -3	# 74
-3 1 -1 1 2 0 2 -1 1 -1 -1 -3 -1 1 -2 1 2 -1 2 1 2 0 2 -1 1 -1 0 -3 0 -1 2 -1 2 1 -3	# 75
-3 1 -1 1 2 0 2 -1 1 -1 2 0 2 -1 1 -1 0 -3 0 -1 -1 -3 -1 1 -2 1 2 -1 2 1 2 -1 2 1 -3	# 76
-3 1 1 -1 -1 -1 -3 -2 1 1 2 2 0 1 -1 -1 -1 2 2 1 2 2 0 1 -1 -1 -1 2 2 1 -3 0 0 -1 -3	# 77
-3 1 1 -1 2 2 0 1 -1 -1 -1 -1 -3 -2 1 1 -1 2 2 1 2 2 0 1 -1 -1 -3 0 0 -1 -1 2 2 1 -3	# 78
-3 1 1 -1 2 2 0 1 -1 -1 2 2 0 1 -1 -1 -3 0 0 -1 -1 -1 -3 -2 1 1 -1 2 2 1 -1 2 2 1 -3	# 79
-3 2 0 2 -1 -3 -1 2 -1 2 1 -1 1 -1 1 -1 1 -2 1 1 2 0 2 0 -3 0 2 -1 2 -3 -1 1 -1 -1 1	# 80
-3 2 0 2 -1 -3 -1 2 -1 2 2 0 2 0 -3 0 2 -1 2 -3 1 -1 1 -1 1 -1 1 -2 1 1 -1 1 -1 -1 1	# 81
-3 2 0 2 1 -1 1 -1 1 -1 -1 -3 -1 2 -1 2 1 -2 1 1 2 0 2 0 -3 0 -1 1 -1 -1 2 -1 2 -3 1	# 82
-3 2 0 2 1 -1 1 -1 1 -1 2 0 2 0 -3 0 -1 1 -1 -1 -1 -3 -1 2 -1 2 1 -2 1 1 2 -1 2 -3 1	# 83
-3 2 0 2 2 0 2 0 -3 0 -1 -3 -1 2 -1 2 2 -1 2 -3 1 -1 1 -1 1 -1 -1 1 -1 -1 1 -2 1 1 1	# 84
-3 2 0 2 2 0 2 0 -3 0 1 -1 1 -1 1 -1 -1 1 -1 -1 -1 -3 -1 2 -1 2 2 -1 2 -3 1 -2 1 1 1	# 85
-3 2 2 0 -1 -1 -3 -1 2 2 1 1 -1 1 -1 -1 -2 1 1 1 2 2 0 -3 0 0 -1 2 2 -3 1 -1 -1 -1 1	# 86
-3 2 2 0 -1 -1 -3 -1 2 2 2 2 0 -3 0 0 -1 2 2 -3 1 1 -1 1 -1 -1 -2 1 1 1 1 -1 -1 -1 1	# 87
-3 2 2 0 1 1 -1 1 -1 -1 -1 -1 -3 -1 2 2 -2 1 1 1 2 2 0 -3 0 0 1 -1 -1 -1 -1 2 2 -3 1	# 88
-3 2 2 0 1 1 -1 1 -1 -1 2 2 0 -3 0 0 1 -1 -1 -1 -1 -1 -3 -1 2 2 -2 1 1 1 -1 2 2 -3 1	# 89
-3 2 2 0 2 2 0 -3 0 0 -1 -1 -3 -1 2 2 -1 2 2 -3 1 1 -1 1 -1 -1 1 -1 -1 -1 -2 1 1 1 1	# 90
-3 2 2 0 2 2 0 -3 0 0 1 1 -1 1 -1 -1 1 -1 -1 -1 -1 -1 -3 -1 2 2 -1 2 2 -3 -2 1 1 1 1	# 91
-2 -1 1 1 -1 1 1 -3 -3 -1 -1 1 1 2 2 -1 2 2 -1 0 -1 1 1 2 2 -1 2 2 -1 0 -3 -3 -1 0 0	# 92
-2 -1 1 1 -1 1 1 2 2 -1 -1 1 1 -3 -3 -1 2 2 -1 0 -1 1 1 2 2 -1 -3 -3 -1 0 2 2 -1 0 0	# 93
-2 -1 1 1 -1 1 1 2 2 -1 -1 1 1 2 2 -1 -3 -3 -1 0 -1 1 1 -3 -3 -1 2 2 -1 0 2 2 -1 0 0	# 94
-2 1 -1 1 1 -1 1 -3 -1 -3 1 -1 1 2 -1 2 2 -1 2 0 1 -1 1 2 -1 2 2 -1 2 0 -3 -1 -3 0 0	# 95
-2 1 -1 1 1 -1 1 2 -1 2 1 -1 1 -3 -1 -3 2 -1 2 0 1 -1 1 2 -1 2 -3 -1 -3 0 2 -1 2 0 0	# 96
-2 1 -1 1 1 -1 1 2 -1 2 1 -1 1 2 -1 2 -3 -1 -3 0 1 -1 1 -3 -1 -3 2 -1 2 0 2 -1 2 0 0	# 97
-2 1 1 -1 1 1 -1 -1 -3 -3 1 1 -1 -1 2 2 -1 2 2 0 1 1 -1 -1 2 2 -1 2 2 0 -1 -3 -3 0 0	# 98
-2 1 1 -1 1 1 -1 -1 2 2 1 1 -1 -1 -3 -3 -1 2 2 0 1 1 -1 -1 2 2 -1 -3 -3 0 -1 2 2 0 0	# 99
-2 1 1 -1 1 1 -1 -1 2 2 1 1 -1 -1 2 2 -1 -3 -3 0 1 1 -1 -1 -3 -3 -1 2 2 0 -1 2 2 0 0	# 100
-1 -3 -3 -1 1 1 -2 -1 1 1 2 2 -1 0 2 2 -1 1 1 -1 2 2 -1 0 2 2 -1 1 1 -1 0 -3 -3 0 -1	# 101
-1 -3 -3 -1 2 2 -1 0 2 2 1 1 -2 -1 1 1 -1 1 1 -1 2 2 -1 0 2 2 0 -3 -3 0 -1 1 1 -1 -1	# 102
-1 -3 -3 -1 2 2 -1 0 2 2 2 2 -1 0 2 2 0 -3 -3 0 1 1 -2 -1 1 1 -1 1 1 -1 -1 1 1 -1 -1	# 103
-1 -3 -1 -3 1 -2 1 1 -1 1 2 -1 2 2 0 2 1 -1 1 -1 2 -1 2 2 0 2 1 -1 1 -1 -3 0 -3 0 -1	# 104
-1 -3 -1 -3 2 -1 2 2 0 2 1 -2 1 1 -1 1 1 -1 1 -1 2 -1 2 2 0 2 -3 0 -3 0 1 -1 1 -1 -1	# 105
-1 -3 -1 -3 2 -1 2 2 0 2 2 -1 2 2 0 2 -3 0 -3 0 1 -2 1 1 -1 1 1 -1 1 -1 1 -1 1 -1 -1	# 106
-1 -3 1 1 -3 1 1 -1 -1 -2 0 -1 -1 2 2 1 2 2 1 -1 0 -1 -1 2 2 1 2 2 1 -1 0 0 -1 -3 -3	# 107
-1 -3 1 1 0 -1 -1 2 2 1 -3 1 1 -1 -1 -2 2 2 1 -1 0 -1 -1 2 2 1 0 0 -1 -3 2 2 1 -1 -3	# 108
-1 -3 1 1 0 -1 -1 2 2 1 0 -1 -1 2 2 1 0 0 -1 -3 -3 1 1 -1 -1 -2 2 2 1 -1 2 2 1 -1 -3	# 109
-1 -2 1 1 -1 -3 -3 1 1 -1 -1 2 2 1 1 -1 2 2 0 -1 -1 2 2 1 1 -1 2 2 0 -1 -3 -3 0 -1 0	# 110
-1 -2 1 1 -1 2 2 1 1 -1 -1 -3 -3 1 1 -1 2 2 0 -1 -1 2 2 1 1 -1 -3 -3 0 -1 2 2 0 -1 0	# 111
-1 -2 1 1 -1 2 2 1 1 -1 -1 2 2 1 1 -1 -3 -3 0 -1 -1 -3 -3 1 1 -1 2 2 0 -1 2 2 0 -1 0	# 112
-1 -1 -3 -3 -2 1 1 1 1 -1 -1 2 2 2 2 0 1 1 -1 -1 -1 2 2 2 2 0 1 1 -1 -1 -3 -3 0 0 -1	# 113
-1 -1 -3 -3 -1 2 2 2 2 0 -2 1 1 1 1 -1 1 1 -1 -1 -1 2 2 2 2 0 -3 -3 0 0 1 1 -1 -1 -1	# 114
-1 -1 -3 -3 -1 2 2 2 2 0 -1 2 2 2 2 0 -3 -3 0 0 -2 1 1 1 1 -1 1 1 -1 -1 1 1 -1 -1 -1	# 115
-1 -1 -1 0 -1 -1 0 -1 0 0 1 1 -3 1 2 2 1 2 2 -3 1 1 -3 1 2 2 1 2 2 -3 -2 -1 -1 -1 -1	# 116
-1 -1 -1 0 -1 -1 0 -1 0 0 1 1 2 1 -3 2 1 2 -3 2 1 1 2 1 -3 2 1 2 -3 2 -2 -1 -1 -1 -1	# 117
-1 -1 -1 0 -1 -1 0 -1 0 0 1 1 2 1 2 -3 1 -3 2 2 1 1 2 1 2 -3 1 -3 2 2 -2 -1 -1 -1 -1	# 118
-1 -1 -1 0 1 1 -3 1 2 2 -1 -1 0 -1 0 0 1 2 2 -3 1 1 -3 1 2 2 -2 -1 -1 -1 1 2 2 -3 -1	# 119
-1 -1 -1 0 1 1 -3 1 2 2 1 1 -3 1 2 2 -2 -1 -1 -1 -1 -1 0 -1 0 0 1 2 2 -3 1 2 2 -3 -1	# 120
-1 -1 -1 0 1 1 2 1 -3 2 -1 -1 0 -1 0 0 1 2 -3 2 1 1 2 1 -3 2 -2 -1 -1 -1 1 2 -3 2 -1	# 121
-1 -1 -1 0 1 1 2 1 -3 2 1 1 2 1 -3 2 -2 -1 -1 -1 -1 -1 0 -1 0 0 1 2 -3 2 1 2 -3 2 -1	# 122
-1 -1 -1 0 1 1 2 1 2 -3 -1 -1 0 -1 0 0 1 -3 2 2 1 1 2 1 2 -3 -2 -1 -1 -1 1 -3 2 2 -1	# 123
-1 -1 -1 0 1 1 2 1 2 -3 1 1 2 1 2 -3 -2 -1 -1 -1 -1 -1 0 -1 0 0 1 -3 2 2 1 -3 2 2 -1	# 124
-1 -1 0 -1 -1 0 -1 0 -1 0 1 -3 1 2 1 2 2 1 2 -3 1 -3 1 2 1 2 2 1 2 -3 -1 -2 -1 -1 -1	# 125
-1 -1 0 -1 -1 0 -1 0 -1 0 1 2 1 -3 1 2 2 1 -3 2 1 2 1 -3 1 2 2 1 -3 2 -1 -2 -1 -1 -1	# 126
-1 -1 0 -1 -1 0 -1 0 -1 0 1 2 1 2 1 -3 -3 1 2 2 1 2 1 2 1 -3 -3 1 2 2 -1 -2 -1 -1 -1	# 127
-1 -1 0 -1 1 -3 1 2 1 2 -1 0 -1 0 -1 0 2 1 2 -3 1 -3 1 2 1 2 -1 -2 -1 -1 2 1 2 -3 -1	# 128
-1 -1 0 -1 1 -3 1 2 1 2 1 -3 1 2 1 2 -1 -2 -1 -1 -1 0 -1 0 -1 0 2 1 2 -3 2 1 2 -3 -1	# 129
-1 -1 0 -1 1 2 1 -3 1 2 -1 0 -1 0 -1 0 2 1 -3 2 1 2 1 -3 1 2 -1 -2 -1 -1 2 1 -3 2 -1	# 130
-1 -1 0 -1 1 2 1 -3 1 2 1 2 1 -3 1 2 -1 -2 -1 -1 -1 0 -1 0 -1 0 2 1 -3 2 2 1 -3 2 -1	# 131
-1 -1 0 -1 1 2 1 2 1 -3 -1 0 -1 0 -1 0 -3 1 2 2 1 2 1 2 1 -3 -1 -2 -1 -1 -3 1 2 2 -1	# 132
-1 -1 0 -1 1 2 1 2 1 -3 1 2 1 2 1 -3 -1 -2 -1 -1 -1 0 -1 0 -1 0 -3 1 2 2 -3 1 2 2 -1	# 133
-1 -1 2 2 -2 1 1 1 1 -1 -1 -3 -3 2 2 0 1 1 -1 -1 -1 2 2 -3 -3 0 1 1 -1 -1 2 2 0 0 -1	# 134
-1 -1 2 2 -2 1 1 1 1 -1 -1 2 2 -3 -3 0 1 1 -1 -1 -1 -3 -3 2 2 0 1 1 -1 -1 2 2 0 0 -1	# 135
-1 -1 2 2 -1 -3 -3 2 2 0 -2 1 1 1 1 -1 1 1 -1 -1 -1 2 2 -3 -3 0 2 2 0 0 1 1 -1 -1 -1	# 136
-1 -1 2 2 -1 -3 -3 2 2 0 -1 2 2 -3 -3 0 2 2 0 0 -2 1 1 1 1 -1 1 1 -1 -1 1 1 -1 -1 -1	# 137
-1 -1 2 2 -1 2 2 -3 -3 0 -2 1 1 1 1 -1 1 1 -1 -1 -1 -3 -3 2 2 0 2 2 0 0 1 1 -1 -1 -1	# 138
-1 -1 2 2 -1 2 2 -3 -3 0 -1 -3 -3 2 2 0 2 2 0 0 -2 1 1 1 1 -1 1 1 -1 -1 1 1 -1 -1 -1	# 139
-1 0 -1 -1 -3 1 1 2 2 1 -3 1 1 2 2 1 -1 -1 -2 -1 0 -1 -1 0 0 -1 2 2 1 -3 2 2 1 -3 -1	# 140
-1 0 -1 -1 -3 1 1 2 2 1 0 -1 -1 0 0 -1 2 2 1 -3 -3 1 1 2 2 1 -1 -1 -2 -1 2 2 1 -3 -1	# 141
-1 0 -1 -1 0 -1 -1 0 0 -1 -3 1 1 2 2 1 2 2 1 -3 -3 1 1 2 2 1 2 2 1 -3 -1 -1 -2 -1 -1	# 142
-1 0 -1 -1 0 -1 -1 0 0 -1 2 1 1 -3 2 1 2 -3 1 2 2 1 1 -3 2 1 2 -3 1 2 -1 -1 -2 -1 -1	# 143
-1 0 -1 -1 0 -1 -1 0 0 -1 2 1 1 2 -3 1 -3 2 1 2 2 1 1 2 -3 1 -3 2 1 2 -1 -1 -2 -1 -1	# 144
-1 0 -1 -1 2 1 1 -3 2 1 0 -1 -1 0 0 -1 2 -3 1 2 2 1 1 -3 2 1 -1 -1 -2 -1 2 -3 1 2 -1	# 145
-1 0 -1 -1 2 1 1 -3 2 1 2 1 1 -3 2 1 -1 -1 -2 -1 0 -1 -1 0 0 -1 2 -3 1 2 2 -3 1 2 -1	# 146
-1 0 -1 -1 2 1 1 2 -3 1 0 -1 -1 0 0 -1 -3 2 1 2 2 1 1 2 -3 1 -1 -1 -2 -1 -3 2 1 2 -1	# 147
-1 0 -1 -1 2 1 1 2 -3 1 2 1 1 2 -3 1 -1 -1 -2 -1 0 -1 -1 0 0 -1 -3 2 1 2 -3 2 1 2 -1	# 148
-1 1 -3 1 -1 0 -1 2 1 2 -1 0 -1 2 1 2 0 -1 0 -3 1 -3 1 -1 -2 -1 2 1 2 -1 2 1 2 -1 -3	# 149
-1 1 -3 1 -1 0 -1 2 1 2 1 -3 1 -1 -2 -1 2 1 2 -1 -1 0 -1 2 1 2 0 -1 0 -3 2 1 2 -1 -3	# 150
-1 1 -3 1 1 -3 1 -1 -2 -1 -1 0 -1 2 1 2 2 1 2 -1 -1 0 -1 2 1 2 2 1 2 -1 0 -1 0 -3 -3	# 151
-1 1 -2 1 -3 -1 -3 1 -1 1 2 -1 2 1 -1 1 2 0 2 -1 2 -1 2 1 -1 1 2 0 2 -1 -3 0 -3 -1 0	# 152
-1 1 -2 1 2 -1 2 1 -1 1 -3 -1 -3 1 -1 1 2 0 2 -1 2 -1 2 1 -1 1 -3 0 -3 -1 2 0 2 -1 0	# 153
-1 1 -2 1 2 -1 2 1 -1 1 2 -1 2 1 -1 1 -3 0 -3 -1 -3 -1 -3 1 -1 1 2 0 2 -1 2 0 2 -1 0	# 154
-1 1 1 -3 -1 -1 0 1 2 2 -1 -1 0 1 2 2 -1 0 0 -3 1 1 -3 -2 -1 -1 1 2 2 -1 1 2 2 -1 -3	# 155
-1 1 1 -3 -1 -1 0 1 2 2 1 1 -3 -2 -1 -1 1 2 2 -1 -1 -1 0 1 2 2 -1 0 0 -3 1 2 2 -1 -3	# 156
-1 1 1 -3 1 1 -3 -2 -1 -1 -1 -1 0 1 2 2 1 2 2 -1 -1 -1 0 1 2 2 1 2 2 -1 -1 0 0 -3 -3	# 157
-1 1 1 -2 -3 -3 -1 -1 1 1 2 2 -1 -1 1 1 0 2 2 -1 2 2 -1 -1 1 1 0 2 2 -1 0 -3 -3 -1 0	# 158
