3 -5 3 3 -5 3 -12 -4 -12 3 -5 3 8 -4 8 8 -4 8 1 3 -5 3 8 -4 8 8 -4 8 1 -12 -4 -12 1 1	# 44
3 -5 3 3 -5 3 8 -4 8 3 -5 3 -12 -4 -12 8 -4 8 1 3 -5 3 8 -4 8 -12 -4 -12 1 8 -4 8 1 1	# 45
3 -5 3 3 -5 3 8 -4 8 3 -5 3 8 -4 8 -12 -4 -12 1 3 -5 3 -12 -4 -12 8 -4 8 1 8 -4 8 1 1	# 46
3 3 -5 3 3 -5 -4 -12 -12 3 3 -5 -4 8 8 -4 8 8 1 3 3 -5 -4 8 8 -4 8 8 1 -4 -12 -12 1 1	# 47
3 3 -5 3 3 -5 -4 8 8 3 3 -5 -4 -12 -12 -4 8 8 1 3 3 -5 -4 8 8 -4 -12 -12 1 -4 8 8 1 1	# 48
3 3 -5 3 3 -5 -4 8 8 3 3 -5 -4 8 8 -4 -12 -12 1 3 3 -5 -4 -12 -12 -4 8 8 1 -4 8 8 1 1	# 49
-9 1 1 -9 1 1 2 2 -8 -5 5 5 6 6 -4 6 6 -4 -3 -5 5 5 6 6 -4 6 6 -4 -3 -10 -10 0 1 1	# 50
-9 1 1 -5 5 5 6 6 -4 -9 1 1 2 2 -8 6 6 -4 -3 -5 5 5 6 6 -4 -10 -10 0 1 6 6 -4 -3 1	# 51
-9 1 1 -5 5 5 6 6 -4 -5 5 5 6 6 -4 -10 -10 0 1 -9 1 1 2 2 -8 6 6 -4 -3 6 6 -4 -3 1	# 52
-5 5 5 -9 1 1 6 6 -4 -9 1 1 6 6 -4 2 2 -8 -3 -5 5 5 -10 -10 0 6 6 -4 1 6 6 -4 1 -3	# 53
-5 5 5 -9 1 1 6 6 -4 -5 5 5 -10 -10 0 6 6 -4 1 -9 1 1 6 6 -4 2 2 -8 -3 6 6 -4 1 -3	# 54
-5 5 5 -5 5 5 -10 -10 0 -9 1 1 6 6 -4 6 6 -4 1 -9 1 1 6 6 -4 6 6 -4 1 2 2 -8 -3 -3	# 55
1 -9 1 1 -9 1 2 -8 2 5 -5 5 6 -4 6 6 -4 6 -3 5 -5 5 6 -4 6 6 -4 6 -3 -10 0 -10 1 1	# 56
1 -9 1 5 -5 5 6 -4 6 1 -9 1 2 -8 2 6 -4 6 -3 5 -5 5 6 -4 6 -10 0 -10 1 6 -4 6 -3 1	# 57
1 -9 1 5 -5 5 6 -4 6 5 -5 5 6 -4 6 -10 0 -10 1 1 -9 1 2 -8 2 6 -4 6 -3 6 -4 6 -3 1	# 58
1 1 -9 1 1 -9 -8 2 2 5 5 -5 -4 6 6 -4 6 6 -3 5 5 -5 -4 6 6 -4 6 6 -3 0 -10 -10 1 1	# 59
1 1 -9 5 5 -5 -4 6 6 1 1 -9 -8 2 2 -4 6 6 -3 5 5 -5 -4 6 6 0 -10 -10 1 -4 6 6 -3 1	# 60
1 1 -9 5 5 -5 -4 6 6 5 5 -5 -4 6 6 0 -10 -10 1 1 1 -9 -8 2 2 -4 6 6 -3 -4 6 6 -3 1	# 61
5 -5 5 1 -9 1 6 -4 6 1 -9 1 6 -4 6 2 -8 2 -3 5 -5 5 -10 0 -10 6 -4 6 1 6 -4 6 1 -3	# 62
5 -5 5 1 -9 1 6 -4 6 5 -5 5 -10 0 -10 6 -4 6 1 1 -9 1 6 -4 6 2 -8 2 -3 6 -4 6 1 -3	# 63
5 -5 5 5 -5 5 -10 0 -10 1 -9 1 6 -4 6 6 -4 6 1 1 -9 1 6 -4 6 6 -4 6 1 2 -8 2 -3 -3	# 64
5 5 -5 1 1 -9 -4 6 6 1 1 -9 -4 6 6 -8 2 2 -3 5 5 -5 0 -10 -10 -4 6 6 1 -4 6 6 1 -3	# 65
5 5 -5 1 1 -9 -4 6 6 5 5 -5 0 -10 -10 -4 6 6 1 1 1 -9 -4 6 6 -8 2 2 -3 -4 6 6 1 -3	# 66
5 5 -5 5 5 -5 0 -10 -10 1 1 -9 -4 6 6 -4 6 6 1 1 1 -9 -4 6 6 -4 6 6 1 -8 2 2 -3 -3	# 67
-9 -9 -9 -9 -9 -9 -8 -8 -8 7 7 7 8 8 8 8 8 8 9 7 7 7 8 8 8 8 8 8 9 -16 -16 -16 -15 -15	# 68
-9 -9 -9 7 7 7 8 8 8 -9 -9 -9 -8 -8 -8 8 8 8 9 7 7 7 8 8 8 -16 -16 -16 -15 8 8 8 9 -15	# 69
-9 -9 -9 7 7 7 8 8 8 7 7 7 8 8 8 -16 -16 -16 -15 -9 -9 -9 -8 -8 -8 8 8 8 9 8 8 8 9 -15	# 70
7 7 7 -9 -9 -9 8 8 8 -9 -9 -9 8 8 8 -8 -8 -8 9 7 7 7 -16 -16 -16 8 8 8 -15 8 8 8 -15 9	# 71
7 7 7 -9 -9 -9 8 8 8 7 7 7 -16 -16 -16 8 8 8 -15 -9 -9 -9 8 8 8 -8 -8 -8 9 8 8 8 -15 9	# 72
7 7 7 7 7 7 -16 -16 -16 -9 -9 -9 8 8 8 8 8 8 -15 -9 -9 -9 8 8 8 8 8 8 -15 -8 -8 -8 9 9	# 73
-17 -9 -9 -9 -1 -1 -8 -8 0 3 11 11 4 4 12 12 12 -20 13 3 11 11 4 4 12 12 12 -20 13 -16 -16 -8 -15 -7	# 74
-17 -9 -9 3 11 11 4 4 12 -9 -1 -1 -8 -8 0 12 12 -20 13 3 11 11 4 4 12 -16 -16 -8 -15 12 12 -20 13 -7	# 75
-17 -9 -9 3 11 11 4 4 12 3 11 11 4 4 12 -16 -16 -8 -15 -9 -1 -1 -8 -8 0 12 12 -20 13 12 12 -20 13 -7	# 76
-9 -17 -9 -1 -9 -1 -8 0 -8 11 3 11 4 12 4 12 -20 12 13 11 3 11 4 12 4 12 -20 12 13 -16 -8 -16 -15 -7	# 77
-9 -17 -9 11 3 11 4 12 4 -1 -9 -1 -8 0 -8 12 -20 12 13 11 3 11 4 12 4 -16 -8 -16 -15 12 -20 12 13 -7	# 78
-9 -17 -9 11 3 11 4 12 4 11 3 11 4 12 4 -16 -8 -16 -15 -1 -9 -1 -8 0 -8 12 -20 12 13 12 -20 12 13 -7	# 79
-9 -9 -17 -1 -1 -9 0 -8 -8 11 11 3 12 4 4 -20 12 12 13 11 11 3 12 4 4 -20 12 12 13 -8 -16 -16 -15 -7	# 80
-9 -9 -17 11 11 3 12 4 4 -1 -1 -9 0 -8 -8 -20 12 12 13 11 11 3 12 4 4 -8 -16 -16 -15 -20 12 12 13 -7	# 81
-9 -9 -17 11 11 3 12 4 4 11 11 3 12 4 4 -8 -16 -16 -15 -1 -1 -9 0 -8 -8 -20 12 12 13 -20 12 12 13 -7	# 82
-9 -1 -1 -17 -9 -9 -8 -8 0 3 11 11 12 12 -20 4 4 12 13 3 11 11 12 12 -20 4 4 12 13 -16 -16 -8 -7 -15	# 83
-9 -1 -1 3 11 11 12 12 -20 -17 -9 -9 -8 -8 0 4 4 12 13 3 11 11 12 12 -20 -16 -16 -8 -7 4 4 12 13 -15	# 84
-9 -1 -1 3 11 11 12 12 -20 3 11 11 12 12 -20 -16 -16 -8 -7 -17 -9 -9 -8 -8 0 4 4 12 13 4 4 12 13 -15	# 85
-1 -9 -1 -9 -17 -9 -8 0 -8 11 3 11 12 -20 12 4 12 4 13 11 3 11 12 -20 12 4 12 4 13 -16 -8 -16 -7 -15	# 86
-1 -9 -1 11 3 11 12 -20 12 -9 -17 -9 -8 0 -8 4 12 4 13 11 3 11 12 -20 12 -16 -8 -16 -7 4 12 4 13 -15	# 87
-1 -9 -1 11 3 11 12 -20 12 11 3 11 12 -20 12 -16 -8 -16 -7 -9 -17 -9 -8 0 -8 4 12 4 13 4 12 4 13 -15	# 88
-1 -1 -9 -9 -9 -17 0 -8 -8 11 11 3 -20 12 12 12 4 4 13 11 11 3 -20 12 12 12 4 4 13 -8 -16 -16 -7 -15	# 89
-1 -1 -9 11 11 3 -20 12 12 -9 -9 -17 0 -8 -8 12 4 4 13 11 11 3 -20 12 12 -8 -16 -16 -7 12 4 4 13 -15	# 90
-1 -1 -9 11 11 3 -20 12 12 11 11 3 -20 12 12 -8 -16 -16 -7 -9 -9 -17 0 -8 -8 12 4 4 13 12 4 4 13 -15	# 91
3 11 11 -17 -9 -9 4 4 12 -9 -1 -1 12 12 -20 -8 -8 0 13 3 11 11 -16 -16 -8 4 4 12 -15 12 12 -20 -7 13	# 92
3 11 11 -17 -9 -9 4 4 12 3 11 11 -16 -16 -8 4 4 12 -15 -9 -1 -1 12 12 -20 -8 -8 0 13 12 12 -20 -7 13	# 93
3 11 11 -9 -1 -1 12 12 -20 -17 -9 -9 4 4 12 -8 -8 0 13 3 11 11 -16 -16 -8 12 12 -20 -7 4 4 12 -15 13	# 94
3 11 11 -9 -1 -1 12 12 -20 3 11 11 -16 -16 -8 12 12 -20 -7 -17 -9 -9 4 4 12 -8 -8 0 13 4 4 12 -15 13	# 95
3 11 11 3 11 11 -16 -16 -8 -17 -9 -9 4 4 12 4 4 12 -15 -9 -1 -1 12 12 -20 12 12 -20 -7 -8 -8 0 13 13	# 96
3 11 11 3 11 11 -16 -16 -8 -9 -1 -1 12 12 -20 12 12 -20 -7 -17 -9 -9 4 4 12 4 4 12 -15 -8 -8 0 13 13	# 97
11 3 11 -9 -17 -9 4 12 4 -1 -9 -1 12 -20 12 -8 0 -8 13 11 3 11 -16 -8 -16 4 12 4 -15 12 -20 12 -7 13	# 98
11 3 11 -9 -17 -9 4 12 4 11 3 11 -16 -8 -16 4 12 4 -15 -1 -9 -1 12 -20 12 -8 0 -8 13 12 -20 12 -7 13	# 99
11 3 11 -1 -9 -1 12 -20 12 -9 -17 -9 4 12 4 -8 0 -8 13 11 3 11 -16 -8 -16 12 -20 12 -7 4 12 4 -15 13	# 100
11 3 11 -1 -9 -1 12 -20 12 11 3 11 -16 -8 -16 12 -20 12 -7 -9 -17 -9 4 12 4 -8 0 -8 13 4 12 4 -15 13	# 101
11 3 11 11 3 11 -16 -8 -16 -9 -17 -9 4 12 4 4 12 4 -15 -1 -9 -1 12 -20 12 12 -20 12 -7 -8 0 -8 13 13	# 102
11 3 11 11 3 11 -16 -8 -16 -1 -9 -1 12 -20 12 12 -20 12 -7 -9 -17 -9 4 12 4 4 12 4 -15 -8 0 -8 13 13	# 103
11 11 3 -9 -9 -17 12 4 4 -1 -1 -9 -20 12 12 0 -8 -8 13 11 11 3 -8 -16 -16 12 4 4 -15 -20 12 12 -7 13	# 104
11 11 3 -9 -9 -17 12 4 4 11 11 3 -8 -16 -16 12 4 4 -15 -1 -1 -9 -20 12 12 0 -8 -8 13 -20 12 12 -7 13	# 105
11 11 3 -1 -1 -9 -20 12 12 -9 -9 -17 12 4 4 0 -8 -8 13 11 11 3 -8 -16 -16 -20 12 12 -7 12 4 4 -15 13	# 106
11 11 3 -1 -1 -9 -20 12 12 11 11 3 -8 -16 -16 -20 12 12 -7 -9 -9 -17 12 4 4 0 -8 -8 13 12 4 4 -15 13	# 107
11 11 3 11 11 3 -8 -16 -16 -9 -9 -17 12 4 4 12 4 4 -15 -1 -1 -9 -20 12 12 -20 12 12 -7 0 -8 -8 13 13	# 108
11 11 3 11 11 3 -8 -16 -16 -1 -1 -9 -20 12 12 -20 12 12 -7 -9 -9 -17 12 4 4 12 4 4 -15 0 -8 -8 13 13	# 109
-45 -45 -45 11 11 11 16 16 16 11 11 11 16 16 16 -8 -8 -8 -3 11 11 11 16 16 16 -8 -8 -8 -3 -8 -8 -8 -3 -27	# 110
11 11 11 -45 -45 -45 16 16 16 11 11 11 -8 -8 -8 16 16 16 -3 11 11 11 -8 -8 -8 16 16 16 -3 -8 -8 -8 -27 -3	# 111
11 11 11 11 11 11 -8 -8 -8 -45 -45 -45 16 16 16 16 16 16 -3 11 11 11 -8 -8 -8 -8 -8 -8 -27 16 16 16 -3 -3	# 112
11 11 11 11 11 11 -8 -8 -8 11 11 11 -8 -8 -8 -8 -8 -8 -27 -45 -45 -45 16 16 16 16 16 16 -3 16 16 16 -3 -3	# 113
-27 -11 -11 -11 5 5 8 8 -16 -3 13 13 16 16 -8 -8 -8 8 11 -3 13 13 16 16 -8 -8 -8 8 11 0 0 -24 -21 -5	# 114
-27 -11 -11 -3 13 13 16 16 -8 -11 5 5 8 8 -16 -8 -8 8 11 -3 13 13 16 16 -8 0 0 -24 -21 -8 -8 8 11 -5	# 115
-27 -11 -11 -3 13 13 16 16 -8 -3 13 13 16 16 -8 0 0 -24 -21 -11 5 5 8 8 -16 -8 -8 8 11 -8 -8 8 11 -5	# 116
-11 -27 -11 5 -11 5 8 -16 8 13 -3 13 16 -8 16 -8 8 -8 11 13 -3 13 16 -8 16 -8 8 -8 11 0 -24 0 -21 -5	# 117
-11 -27 -11 13 -3 13 16 -8 16 5 -11 5 8 -16 8 -8 8 -8 11 13 -3 13 16 -8 16 0 -24 0 -21 -8 8 -8 11 -5	# 118
-11 -27 -11 13 -3 13 16 -8 16 13 -3 13 16 -8 16 0 -24 0 -21 5 -11 5 8 -16 8 -8 8 -8 11 -8 8 -8 11 -5	# 119
-11 -11 -27 5 5 -11 -16 8 8 13 13 -3 -8 16 16 8 -8 -8 11 13 13 -3 -8 16 16 8 -8 -8 11 -24 0 0 -21 -5	# 120
-11 -11 -27 13 13 -3 -8 16 16 5 5 -11 -16 8 8 8 -8 -8 11 13 13 -3 -8 16 16 -24 0 0 -21 8 -8 -8 11 -5	# 121
-11 -11 -27 13 13 -3 -8 16 16 13 13 -3 -8 16 16 -24 0 0 -21 5 5 -11 -16 8 8 8 -8 -8 11 8 -8 -8 11 -5	# 122
-11 5 5 -27 -11 -11 8 8 -16 -3 13 13 -8 -8 8 16 16 -8 11 -3 13 13 -8 -8 8 16 16 -8 11 0 0 -24 -5 -21	# 123
-11 5 5 -3 13 13 -8 -8 8 -27 -11 -11 8 8 -16 16 16 -8 11 -3 13 13 -8 -8 8 0 0 -24 -5 16 16 -8 11 -21	# 124
-11 5 5 -3 13 13 -8 -8 8 -3 13 13 -8 -8 8 0 0 -24 -5 -27 -11 -11 8 8 -16 16 16 -8 11 16 16 -8 11 -21	# 125
-3 13 13 -27 -11 -11 16 16 -8 -11 5 5 -8 -8 8 8 8 -16 11 -3 13 13 0 0 -24 16 16 -8 -21 -8 -8 8 -5 11	# 126
-3 13 13 -27 -11 -11 16 16 -8 -3 13 13 0 0 -24 16 16 -8 -21 -11 5 5 -8 -8 8 8 8 -16 11 -8 -8 8 -5 11	# 127
-3 13 13 -11 5 5 -8 -8 8 -27 -11 -11 16 16 -8 8 8 -16 11 -3 13 13 0 0 -24 -8 -8 8 -5 16 16 -8 -21 11	# 128
-3 13 13 -11 5 5 -8 -8 8 -3 13 13 0 0 -24 -8 -8 8 -5 -27 -11 -11 16 16 -8 8 8 -16 11 16 16 -8 -21 11	# 129
-3 13 13 -3 13 13 0 0 -24 -27 -11 -11 16 16 -8 16 16 -8 -21 -11 5 5 -8 -8 8 -8 -8 8 -5 8 8 -16 11 11	# 130
-3 13 13 -3 13 13 0 0 -24 -11 5 5 -8 -8 8 -8 -8 8 -5 -27 -11 -11 16 16 -8 16 16 -8 -21 8 8 -16 11 11	# 131
5 -11 5 -11 -27 -11 8 -16 8 13 -3 13 -8 8 -8 16 -8 16 11 13 -3 13 -8 8 -8 16 -8 16 11 0 -24 0 -5 -21	# 132
5 -11 5 13 -3 13 -8 8 -8 -11 -27 -11 8 -16 8 16 -8 16 11 13 -3 13 -8 8 -8 0 -24 0 -5 16 -8 16 11 -21	# 133
5 -11 5 13 -3 13 -8 8 -8 13 -3 13 -8 8 -8 0 -24 0 -5 -11 -27 -11 8 -16 8 16 -8 16 11 16 -8 16 11 -21	# 134
5 5 -11 -11 -11 -27 -16 8 8 13 13 -3 8 -8 -8 -8 16 16 11 13 13 -3 8 -8 -8 -8 16 16 11 -24 0 0 -5 -21	# 135
5 5 -11 13 13 -3 8 -8 -8 -11 -11 -27 -16 8 8 -8 16 16 11 13 13 -3 8 -8 -8 -24 0 0 -5 -8 16 16 11 -21	# 136
5 5 -11 13 13 -3 8 -8 -8 13 13 -3 8 -8 -8 -24 0 0 -5 -11 -11 -27 -16 8 8 -8 16 16 11 -8 16 16 11 -21	# 137
13 -3 13 -11 -27 -11 16 -8 16 5 -11 5 -8 8 -8 8 -16 8 11 13 -3 13 0 -24 0 16 -8 16 -21 -8 8 -8 -5 11	# 138
13 -3 13 -11 -27 -11 16 -8 16 13 -3 13 0 -24 0 16 -8 16 -21 5 -11 5 -8 8 -8 8 -16 8 11 -8 8 -8 -5 11	# 139
13 -3 13 5 -11 5 -8 8 -8 -11 -27 -11 16 -8 16 8 -16 8 11 13 -3 13 0 -24 0 -8 8 -8 -5 16 -8 16 -21 11	# 140
13 -3 13 5 -11 5 -8 8 -8 13 -3 13 0 -24 0 -8 8 -8 -5 -11 -27 -11 16 -8 16 8 -16 8 11 16 -8 16 -21 11	# 141
13 -3 13 13 -3 13 0 -24 0 -11 -27 -11 16 -8 16 16 -8 16 -21 5 -11 5 -8 8 -8 -8 8 -8 -5 8 -16 8 11 11	# 142
13 -3 13 13 -3 13 0 -24 0 5 -11 5 -8 8 -8 -8 8 -8 -5 -11 -27 -11 16 -8 16 16 -8 16 -21 8 -16 8 11 11	# 143
13 13 -3 -11 -11 -27 -8 16 16 5 5 -11 8 -8 -8 -16 8 8 11 13 13 -3 -24 0 0 -8 16 16 -21 8 -8 -8 -5 11	# 144
13 13 -3 -11 -11 -27 -8 16 16 13 13 -3 -24 0 0 -8 16 16 -21 5 5 -11 8 -8 -8 -16 8 8 11 8 -8 -8 -5 11	# 145
13 13 -3 5 5 -11 8 -8 -8 -11 -11 -27 -8 16 16 -16 8 8 11 13 13 -3 -24 0 0 8 -8 -8 -5 -8 16 16 -21 11	# 146
13 13 -3 5 5 -11 8 -8 -8 13 13 -3 -24 0 0 8 -8 -8 -5 -11 -11 -27 -8 16 16 -16 8 8 11 -8 16 16 -21 11	# 147
13 13 -3 13 13 -3 -24 0 0 -11 -11 -27 -8 16 16 -8 16 16 -21 5 5 -11 8 -8 -8 8 -8 -8 -5 -16 8 8 11 11	# 148
13 13 -3 13 13 -3 -24 0 0 5 5 -11 8 -8 -8 8 -8 -8 -5 -11 -11 -27 -8 16 16 -8 16 16 -21 -16 8 8 11 11	# 149
-9 -9 -1 -9 -9 -1 -8 0 0 7 7 15 8 -24 16 8 16 -24 17 7 7 15 8 -24 16 8 16 -24 17 -16 -8 -8 -7 -7	# 150
-9 -9 -1 -9 -9 -1 -8 0 0 7 7 15 8 16 -24 8 -24 16 17 7 7 15 8 16 -24 8 -24 16 17 -16 -8 -8 -7 -7	# 151
-9 -9 -1 7 7 15 8 -24 16 -9 -9 -1 -8 0 0 8 16 -24 17 7 7 15 8 -24 16 -16 -8 -8 -7 8 16 -24 17 -7	# 152
-9 -9 -1 7 7 15 8 -24 16 7 7 15 8 -24 16 -16 -8 -8 -7 -9 -9 -1 -8 0 0 8 16 -24 17 8 16 -24 17 -7	# 153
-9 -9 -1 7 7 15 8 16 -24 -9 -9 -1 -8 0 0 8 -24 16 17 7 7 15 8 16 -24 -16 -8 -8 -7 8 -24 16 17 -7	# 154
-9 -9 -1 7 7 15 8 16 -24 7 7 15 8 16 -24 -16 -8 -8 -7 -9 -9 -1 -8 0 0 8 -24 16 17 8 -24 16 17 -7	# 155
-9 -1 -9 -9 -1 -9 0 -8 0 7 15 7 -24 8 16 16 8 -24 17 7 15 7 -24 8 16 16 8 -24 17 -8 -16 -8 -7 -7	# 156
-9 -1 -9 -9 -1 -9 0 -8 0 7 15 7 16 8 -24 -24 8 16 17 7 15 7 16 8 -24 -24 8 16 17 -8 -16 -8 -7 -7	# 157
-9 -1 -9 7 15 7 -24 8 16 -9 -1 -9 0 -8 0 16 8 -24 17 7 15 7 -24 8 16 -8 -16 -8 -7 16 8 -24 17 -7	# 158
-9 -1 -9 7 15 7 -24 8 16 7 15 7 -24 8 16 -8 -16 -8 -7 -9 -1 -9 0 -8 0 16 8 -24 17 16 8 -24 17 -7	# 159
-9 -1 -9 7 15 7 16 8 -24 -9 -1 -9 0 -8 0 -24 8 16 17 7 15 7 16 8 -24 -8 -16 -8 -7 -24 8 16 17 -7	# 160
-9 -1 -9 7 15 7 16 8 -24 7 15 7 16 8 -24 -8 -16 -8 -7 -9 -1 -9 0 -8 0 -24 8 16 17 -24 8 16 17 -7	# 161
